Country_Name,Indicator_Name,Year,Value
Peru,"School enrollment, primary (% net)",2009,95.95255
Peru,"School enrollment, secondary (% gross)",2009,90.83499908
Peru,"School enrollment, secondary (% net)",2009,77.71898
Peru,"Secondary education, pupils",2009,2659945
Peru,Urban population,2009,22117000
Sint Maarten (Dutch part),"Adjusted net enrollment rate, primary (% of primary school age children)",2009,
Sint Maarten (Dutch part),Adolescents out of school (% of lower secondary school age),2009,
Sint Maarten (Dutch part),Children out of school (% of primary school age),2009,
Sint Maarten (Dutch part),"Children out of school, primary",2009,
Sint Maarten (Dutch part),"Compulsory education, duration (years)",2009,14
Sint Maarten (Dutch part),"Current education expenditure, total (% of total expenditure in public institutions)",2009,
Sint Maarten (Dutch part),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2009,
Sint Maarten (Dutch part),"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2009,
Sint Maarten (Dutch part),"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2009,
Sint Maarten (Dutch part),Expenditure on primary education (% of government expenditure on education),2009,
Sint Maarten (Dutch part),Expenditure on secondary education (% of government expenditure on education),2009,
Sint Maarten (Dutch part),GDP (current US$),2009,
Sint Maarten (Dutch part),GDP per capita (current US$),2009,
Sint Maarten (Dutch part),Gini index,2009,
Sint Maarten (Dutch part),"Government expenditure on education, total (% of GDP)",2009,
Sint Maarten (Dutch part),"Government expenditure on education, total (% of government expenditure)",2009,
Sint Maarten (Dutch part),"Government expenditure per student, primary (% of GDP per capita)",2009,
Sint Maarten (Dutch part),"Government expenditure per student, secondary (% of GDP per capita)",2009,
Sint Maarten (Dutch part),International migrant stock (% of population),2009,
Sint Maarten (Dutch part),"International migrant stock, total",2009,
Sint Maarten (Dutch part),"Literacy rate, adult total (% of people ages 15 and above)",2009,
Sint Maarten (Dutch part),"Literacy rate, youth total (% of people ages 15-24)",2009,
Sint Maarten (Dutch part),Net migration,2009,23
Sint Maarten (Dutch part),"Over-age students, primary (% of enrollment)",2009,
Sint Maarten (Dutch part),"Population ages 0-14, female",2009,4071
Sint Maarten (Dutch part),"Population ages 0-14, male",2009,3780
Sint Maarten (Dutch part),"Population ages 15-64, female",2009,13062
Sint Maarten (Dutch part),"Population ages 15-64, male",2009,11747
Sint Maarten (Dutch part),"Population ages 65 and above, female",2009,830
Sint Maarten (Dutch part),"Population ages 65 and above, male",2009,747
Sint Maarten (Dutch part),"Population, female",2009,17964
Sint Maarten (Dutch part),"Population, male",2009,16274
Sint Maarten (Dutch part),"Population, total",2009,34238
Sint Maarten (Dutch part),Poverty headcount ratio at national poverty lines (% of population),2009,
Sint Maarten (Dutch part),"Primary education, pupils",2009,
Sint Maarten (Dutch part),"Repeaters, primary, total (% of total enrollment)",2009,
Sint Maarten (Dutch part),Rural population,2009,0
Sint Maarten (Dutch part),"School enrollment, preprimary (% gross)",2009,
Sint Maarten (Dutch part),"School enrollment, primary (% gross)",2009,
Sint Maarten (Dutch part),"School enrollment, primary (% net)",2009,
Sint Maarten (Dutch part),"School enrollment, secondary (% gross)",2009,
Sint Maarten (Dutch part),"School enrollment, secondary (% net)",2009,
Sint Maarten (Dutch part),"Secondary education, pupils",2009,
Sint Maarten (Dutch part),Urban population,2009,34238
St. Kitts and Nevis,"Adjusted net enrollment rate, primary (% of primary school age children)",2009,
St. Kitts and Nevis,Adolescents out of school (% of lower secondary school age),2009,
St. Kitts and Nevis,Children out of school (% of primary school age),2009,
St. Kitts and Nevis,"Children out of school, primary",2009,
St. Kitts and Nevis,"Compulsory education, duration (years)",2009,12
St. Kitts and Nevis,"Current education expenditure, total (% of total expenditure in public institutions)",2009,
St. Kitts and Nevis,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2009,
St. Kitts and Nevis,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2009,
St. Kitts and Nevis,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2009,
St. Kitts and Nevis,Expenditure on primary education (% of government expenditure on education),2009,
St. Kitts and Nevis,Expenditure on secondary education (% of government expenditure on education),2009,
St. Kitts and Nevis,GDP (current US$),2009,774273111.1
St. Kitts and Nevis,GDP per capita (current US$),2009,16374.25689
St. Kitts and Nevis,Gini index,2009,
St. Kitts and Nevis,"Government expenditure on education, total (% of GDP)",2009,
St. Kitts and Nevis,"Government expenditure on education, total (% of government expenditure)",2009,
St. Kitts and Nevis,"Government expenditure per student, primary (% of GDP per capita)",2009,
St. Kitts and Nevis,"Government expenditure per student, secondary (% of GDP per capita)",2009,
St. Kitts and Nevis,International migrant stock (% of population),2009,
St. Kitts and Nevis,"International migrant stock, total",2009,
St. Kitts and Nevis,"Literacy rate, adult total (% of people ages 15 and above)",2009,
St. Kitts and Nevis,"Literacy rate, youth total (% of people ages 15-24)",2009,
St. Kitts and Nevis,Net migration,2009,-171
St. Kitts and Nevis,"Over-age students, primary (% of enrollment)",2009,1.67351
St. Kitts and Nevis,"Population ages 0-14, female",2009,5733
St. Kitts and Nevis,"Population ages 0-14, male",2009,5661
St. Kitts and Nevis,"Population ages 15-64, female",2009,16238
St. Kitts and Nevis,"Population ages 15-64, male",2009,16115
St. Kitts and Nevis,"Population ages 65 and above, female",2009,2035
St. Kitts and Nevis,"Population ages 65 and above, male",2009,1506
St. Kitts and Nevis,"Population, female",2009,24005
St. Kitts and Nevis,"Population, male",2009,23282
St. Kitts and Nevis,"Population, total",2009,47286
St. Kitts and Nevis,Poverty headcount ratio at national poverty lines (% of population),2009,
St. Kitts and Nevis,"Primary education, pupils",2009,6334
St. Kitts and Nevis,"Repeaters, primary, total (% of total enrollment)",2009,2.55763
St. Kitts and Nevis,Rural population,2009,32408
St. Kitts and Nevis,"School enrollment, preprimary (% gross)",2009,112.3163071
St. Kitts and Nevis,"School enrollment, primary (% gross)",2009,112.4245682
St. Kitts and Nevis,"School enrollment, primary (% net)",2009,
St. Kitts and Nevis,"School enrollment, secondary (% gross)",2009,106.0606079
St. Kitts and Nevis,"School enrollment, secondary (% net)",2009,95.77059
St. Kitts and Nevis,"Secondary education, pupils",2009,4270
St. Kitts and Nevis,Urban population,2009,14878
Uruguay,"Adjusted net enrollment rate, primary (% of primary school age children)",2009,99.70305
Uruguay,Adolescents out of school (% of lower secondary school age),2009,7.737609863
Uruguay,Children out of school (% of primary school age),2009,0.296950012
Uruguay,"Children out of school, primary",2009,908
Uruguay,"Compulsory education, duration (years)",2009,14
Uruguay,"Current education expenditure, total (% of total expenditure in public institutions)",2009,
Uruguay,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2009,49.75868988
Uruguay,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2009,85.95559692
Uruguay,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2009,27.75097084
Uruguay,Expenditure on primary education (% of government expenditure on education),2009,
Uruguay,Expenditure on secondary education (% of government expenditure on education),2009,
Uruguay,GDP (current US$),2009,32708318594
Uruguay,GDP per capita (current US$),2009,9780.739473
Uruguay,Gini index,2009,45.5
Uruguay,"Government expenditure on education, total (% of GDP)",2009,
Uruguay,"Government expenditure on education, total (% of government expenditure)",2009,
Uruguay,"Government expenditure per student, primary (% of GDP per capita)",2009,
Uruguay,"Government expenditure per student, secondary (% of GDP per capita)",2009,
Uruguay,International migrant stock (% of population),2009,
Uruguay,"International migrant stock, total",2009,
Uruguay,"Literacy rate, adult total (% of people ages 15 and above)",2009,98.26722717
Uruguay,"Literacy rate, youth total (% of people ages 15-24)",2009,98.86148071
Uruguay,Net migration,2009,-8510
Uruguay,"Over-age students, primary (% of enrollment)",2009,12.35879
Uruguay,"Population ages 0-14, female",2009,369792
Uruguay,"Population ages 0-14, male",2009,386142
Uruguay,"Population ages 15-64, female",2009,1067328
Uruguay,"Population ages 15-64, male",2009,1044376
Uruguay,"Population ages 65 and above, female",2009,294358
Uruguay,"Population ages 65 and above, male",2009,182160
Uruguay,"Population, female",2009,1731478
Uruguay,"Population, male",2009,1612678
Uruguay,"Population, total",2009,3344156
Uruguay,Poverty headcount ratio at national poverty lines (% of population),2009,
Uruguay,"Primary education, pupils",2009,348691
Uruguay,"Repeaters, primary, total (% of total enrollment)",2009,5.41109
Uruguay,Rural population,2009,193660
Uruguay,"School enrollment, preprimary (% gross)",2009,90.44500732
Uruguay,"School enrollment, primary (% gross)",2009,113.9993668
Uruguay,"School enrollment, primary (% net)",2009,99.37709
Uruguay,"School enrollment, secondary (% gross)",2009,90.19232941
Uruguay,"School enrollment, secondary (% net)",2009,71.36421
Uruguay,"Secondary education, pupils",2009,288491
Uruguay,Urban population,2009,3150496
Antigua and Barbuda,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,96.3281
Antigua and Barbuda,Adolescents out of school (% of lower secondary school age),2010,
Antigua and Barbuda,Children out of school (% of primary school age),2010,3.671900034
Antigua and Barbuda,"Children out of school, primary",2010,368
Antigua and Barbuda,"Compulsory education, duration (years)",2010,11
Antigua and Barbuda,"Current education expenditure, total (% of total expenditure in public institutions)",2010,
Antigua and Barbuda,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,
Antigua and Barbuda,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,
Antigua and Barbuda,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,
Antigua and Barbuda,Expenditure on primary education (% of government expenditure on education),2010,
Antigua and Barbuda,Expenditure on secondary education (% of government expenditure on education),2010,
Antigua and Barbuda,GDP (current US$),2010,1148700000
Antigua and Barbuda,GDP per capita (current US$),2010,13404.51602
Antigua and Barbuda,Gini index,2010,
Antigua and Barbuda,"Government expenditure on education, total (% of GDP)",2010,
Antigua and Barbuda,"Government expenditure on education, total (% of government expenditure)",2010,
Antigua and Barbuda,"Government expenditure per student, primary (% of GDP per capita)",2010,
Antigua and Barbuda,"Government expenditure per student, secondary (% of GDP per capita)",2010,
Antigua and Barbuda,International migrant stock (% of population),2010,30.27753259
Antigua and Barbuda,"International migrant stock, total",2010,26412
Antigua and Barbuda,"Literacy rate, adult total (% of people ages 15 and above)",2010,
Antigua and Barbuda,"Literacy rate, youth total (% of people ages 15-24)",2010,
Antigua and Barbuda,Net migration,2010,295
Antigua and Barbuda,"Over-age students, primary (% of enrollment)",2010,12.67105
Antigua and Barbuda,"Population ages 0-14, female",2010,10070
Antigua and Barbuda,"Population ages 0-14, male",2010,10307
Antigua and Barbuda,"Population ages 15-64, female",2010,31438
Antigua and Barbuda,"Population ages 15-64, male",2010,27795
Antigua and Barbuda,"Population ages 65 and above, female",2010,3589
Antigua and Barbuda,"Population ages 65 and above, male",2010,2495
Antigua and Barbuda,"Population, female",2010,45097
Antigua and Barbuda,"Population, male",2010,40597
Antigua and Barbuda,"Population, total",2010,85695
Antigua and Barbuda,Poverty headcount ratio at national poverty lines (% of population),2010,
Antigua and Barbuda,"Primary education, pupils",2010,11254
Antigua and Barbuda,"Repeaters, primary, total (% of total enrollment)",2010,7.01084
Antigua and Barbuda,Rural population,2010,63210
Antigua and Barbuda,"School enrollment, preprimary (% gross)",2010,93.69638062
Antigua and Barbuda,"School enrollment, primary (% gross)",2010,112.2929611
Antigua and Barbuda,"School enrollment, primary (% net)",2010,95.1015
Antigua and Barbuda,"School enrollment, secondary (% gross)",2010,112.7958298
Antigua and Barbuda,"School enrollment, secondary (% net)",2010,
Antigua and Barbuda,"Secondary education, pupils",2010,8436
Antigua and Barbuda,Urban population,2010,22485
Argentina,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,99.13102
Argentina,Adolescents out of school (% of lower secondary school age),2010,1.669720054
Argentina,Children out of school (% of primary school age),2010,0.603730023
Argentina,"Children out of school, primary",2010,25533
Argentina,"Compulsory education, duration (years)",2010,13
Argentina,"Current education expenditure, total (% of total expenditure in public institutions)",2010,95.78050232
Argentina,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,
Argentina,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,
Argentina,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,
Argentina,Expenditure on primary education (% of government expenditure on education),2010,33.05494
Argentina,Expenditure on secondary education (% of government expenditure on education),2010,39.64997
Argentina,GDP (current US$),2010,4.23627E+11
Argentina,GDP per capita (current US$),2010,10385.96443
Argentina,Gini index,2010,43.6
Argentina,"Government expenditure on education, total (% of GDP)",2010,5.019710064
Argentina,"Government expenditure on education, total (% of government expenditure)",2010,15.04796982
Argentina,"Government expenditure per student, primary (% of GDP per capita)",2010,13.68048
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2010,19.26875
Argentina,International migrant stock (% of population),2010,4.380958388
Argentina,"International migrant stock, total",2010,1805957
Argentina,"Literacy rate, adult total (% of people ages 15 and above)",2010,98.95497131
Argentina,"Literacy rate, youth total (% of people ages 15-24)",2010,99.29863739
Argentina,Net migration,2010,-4970
Argentina,"Over-age students, primary (% of enrollment)",2010,11.71784
Argentina,"Population ages 0-14, female",2010,5093157
Argentina,"Population ages 0-14, male",2010,5364898
Argentina,"Population ages 15-64, female",2010,12983496
Argentina,"Population ages 15-64, male",2010,13058510
Argentina,"Population ages 65 and above, female",2010,2557313
Argentina,"Population ages 65 and above, male",2010,1731078
Argentina,"Population, female",2010,20633966
Argentina,"Population, male",2010,20154486
Argentina,"Population, total",2010,40788453
Argentina,Poverty headcount ratio at national poverty lines (% of population),2010,
Argentina,"Primary education, pupils",2010,4947105
Argentina,"Repeaters, primary, total (% of total enrollment)",2010,4.6522
Argentina,Rural population,2010,3732551
Argentina,"School enrollment, preprimary (% gross)",2010,68.89225006
Argentina,"School enrollment, primary (% gross)",2010,116.9757614
Argentina,"School enrollment, primary (% net)",2010,98.7319
Argentina,"School enrollment, secondary (% gross)",2010,99.50125885
Argentina,"School enrollment, secondary (% net)",2010,82.09918
Argentina,"Secondary education, pupils",2010,4213136
Argentina,Urban population,2010,37055902
"Bahamas, The","Adjusted net enrollment rate, primary (% of primary school age children)",2010,80.65799
"Bahamas, The",Adolescents out of school (% of lower secondary school age),2010,
"Bahamas, The",Children out of school (% of primary school age),2010,
"Bahamas, The","Children out of school, primary",2010,
"Bahamas, The","Compulsory education, duration (years)",2010,12
"Bahamas, The","Current education expenditure, total (% of total expenditure in public institutions)",2010,
"Bahamas, The","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,89.13713074
"Bahamas, The","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,95.07771301
"Bahamas, The","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,81.87773132
"Bahamas, The",Expenditure on primary education (% of government expenditure on education),2010,
"Bahamas, The",Expenditure on secondary education (% of government expenditure on education),2010,
"Bahamas, The",GDP (current US$),2010,10095760000
"Bahamas, The",GDP per capita (current US$),2010,27046.65767
"Bahamas, The",Gini index,2010,
"Bahamas, The","Government expenditure on education, total (% of GDP)",2010,2.779999971
"Bahamas, The","Government expenditure on education, total (% of government expenditure)",2010,16.61000061
"Bahamas, The","Government expenditure per student, primary (% of GDP per capita)",2010,
"Bahamas, The","Government expenditure per student, secondary (% of GDP per capita)",2010,
"Bahamas, The",International migrant stock (% of population),2010,15.16947039
"Bahamas, The","International migrant stock, total",2010,54736
"Bahamas, The","Literacy rate, adult total (% of people ages 15 and above)",2010,
"Bahamas, The","Literacy rate, youth total (% of people ages 15-24)",2010,
"Bahamas, The",Net migration,2010,1899
"Bahamas, The","Over-age students, primary (% of enrollment)",2010,9.3475
"Bahamas, The","Population ages 0-14, female",2010,49579
"Bahamas, The","Population ages 0-14, male",2010,48959
"Bahamas, The","Population ages 15-64, female",2010,129932
"Bahamas, The","Population ages 15-64, male",2010,121686
"Bahamas, The","Population ages 65 and above, female",2010,13323
"Bahamas, The","Population ages 65 and above, male",2010,9793
"Bahamas, The","Population, female",2010,192834
"Bahamas, The","Population, male",2010,180438
"Bahamas, The","Population, total",2010,373272
"Bahamas, The",Poverty headcount ratio at national poverty lines (% of population),2010,
"Bahamas, The","Primary education, pupils",2010,33977
"Bahamas, The","Repeaters, primary, total (% of total enrollment)",2010,3.52003
"Bahamas, The",Rural population,2010,65595
"Bahamas, The","School enrollment, preprimary (% gross)",2010,
"Bahamas, The","School enrollment, primary (% gross)",2010,
"Bahamas, The","School enrollment, primary (% net)",2010,80.42244
"Bahamas, The","School enrollment, secondary (% gross)",2010,89.35462952
"Bahamas, The","School enrollment, secondary (% net)",2010,79.75847
"Bahamas, The","Secondary education, pupils",2010,34406
"Bahamas, The",Urban population,2010,307677
Brazil,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,
Brazil,Adolescents out of school (% of lower secondary school age),2010,
Brazil,Children out of school (% of primary school age),2010,
Brazil,"Children out of school, primary",2010,
Brazil,"Compulsory education, duration (years)",2010,8
Brazil,"Current education expenditure, total (% of total expenditure in public institutions)",2010,92.7514801
Brazil,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,50.6151886
Brazil,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,
Brazil,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,35.9226799
Brazil,Expenditure on primary education (% of government expenditure on education),2010,31.32595
Brazil,Expenditure on secondary education (% of government expenditure on education),2010,44.66491
Brazil,GDP (current US$),2010,2.20884E+12
Brazil,GDP per capita (current US$),2010,11249.29374
Brazil,Gini index,2010,
Brazil,"Government expenditure on education, total (% of GDP)",2010,5.648799896
Brazil,"Government expenditure on education, total (% of government expenditure)",2010,14.15985966
Brazil,"Government expenditure per student, primary (% of GDP per capita)",2010,20.5004
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2010,20.97786
Brazil,International migrant stock (% of population),2010,0.298351264
Brazil,"International migrant stock, total",2010,592568
Brazil,"Literacy rate, adult total (% of people ages 15 and above)",2010,90.37918091
Brazil,"Literacy rate, youth total (% of people ages 15-24)",2010,97.51412201
Brazil,Net migration,2010,16843
Brazil,"Over-age students, primary (% of enrollment)",2010,20.48948
Brazil,"Population ages 0-14, female",2010,23860725
Brazil,"Population ages 0-14, male",2010,24746116
Brazil,"Population ages 15-64, female",2010,68006673
Brazil,"Population ages 15-64, male",2010,66176107
Brazil,"Population ages 65 and above, female",2010,7679269
Brazil,"Population ages 65 and above, male",2010,5884602
Brazil,"Population, female",2010,99546667
Brazil,"Population, male",2010,96806825
Brazil,"Population, total",2010,196353492
Brazil,Poverty headcount ratio at national poverty lines (% of population),2010,
Brazil,"Primary education, pupils",2010,16893490
Brazil,"Repeaters, primary, total (% of total enrollment)",2010,9.44715
Brazil,Rural population,2010,30758775
Brazil,"School enrollment, preprimary (% gross)",2010,
Brazil,"School enrollment, primary (% gross)",2010,
Brazil,"School enrollment, primary (% net)",2010,
Brazil,"School enrollment, secondary (% gross)",2010,
Brazil,"School enrollment, secondary (% net)",2010,
Brazil,"Secondary education, pupils",2010,23538716
Brazil,Urban population,2010,165594717
British Virgin Islands,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,
British Virgin Islands,Adolescents out of school (% of lower secondary school age),2010,
British Virgin Islands,Children out of school (% of primary school age),2010,2.612829924
British Virgin Islands,"Children out of school, primary",2010,77
British Virgin Islands,"Compulsory education, duration (years)",2010,12
British Virgin Islands,"Current education expenditure, total (% of total expenditure in public institutions)",2010,
British Virgin Islands,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,
British Virgin Islands,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,
British Virgin Islands,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,
British Virgin Islands,Expenditure on primary education (% of government expenditure on education),2010,34.06786
British Virgin Islands,Expenditure on secondary education (% of government expenditure on education),2010,33.98731
British Virgin Islands,GDP (current US$),2010,
British Virgin Islands,GDP per capita (current US$),2010,
British Virgin Islands,Gini index,2010,
British Virgin Islands,"Government expenditure on education, total (% of GDP)",2010,3.49770999
British Virgin Islands,"Government expenditure on education, total (% of government expenditure)",2010,
British Virgin Islands,"Government expenditure per student, primary (% of GDP per capita)",2010,11.29099
British Virgin Islands,"Government expenditure per student, secondary (% of GDP per capita)",2010,17.77082
British Virgin Islands,International migrant stock (% of population),2010,57.15020387
British Virgin Islands,"International migrant stock, total",2010,15558
British Virgin Islands,"Literacy rate, adult total (% of people ages 15 and above)",2010,
British Virgin Islands,"Literacy rate, youth total (% of people ages 15-24)",2010,
British Virgin Islands,Net migration,2010,0
British Virgin Islands,"Over-age students, primary (% of enrollment)",2010,5.96689
British Virgin Islands,"Population ages 0-14, female",2010,2984
British Virgin Islands,"Population ages 0-14, male",2010,3110
British Virgin Islands,"Population ages 15-64, female",2010,10179
British Virgin Islands,"Population ages 15-64, male",2010,9660
British Virgin Islands,"Population ages 65 and above, female",2010,838
British Virgin Islands,"Population ages 65 and above, male",2010,786
British Virgin Islands,"Population, female",2010,14001
British Virgin Islands,"Population, male",2010,13556
British Virgin Islands,"Population, total",2010,27556
British Virgin Islands,Poverty headcount ratio at national poverty lines (% of population),2010,
British Virgin Islands,"Primary education, pupils",2010,3201
British Virgin Islands,"Repeaters, primary, total (% of total enrollment)",2010,5.62324
British Virgin Islands,Rural population,2010,15207
British Virgin Islands,"School enrollment, preprimary (% gross)",2010,
British Virgin Islands,"School enrollment, primary (% gross)",2010,108.618927
British Virgin Islands,"School enrollment, primary (% net)",2010,
British Virgin Islands,"School enrollment, secondary (% gross)",2010,108.0980301
British Virgin Islands,"School enrollment, secondary (% net)",2010,
British Virgin Islands,"Secondary education, pupils",2010,2029
British Virgin Islands,Urban population,2010,12349
Chile,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,95.47992
Chile,Adolescents out of school (% of lower secondary school age),2010,3.097389936
Chile,Children out of school (% of primary school age),2010,2.830600023
Chile,"Children out of school, primary",2010,42194
Chile,"Compulsory education, duration (years)",2010,12
Chile,"Current education expenditure, total (% of total expenditure in public institutions)",2010,
Chile,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,75.0458374
Chile,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,84.66625977
Chile,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,52.86014938
Chile,Expenditure on primary education (% of government expenditure on education),2010,31.73536
Chile,Expenditure on secondary education (% of government expenditure on education),2010,32.53252
Chile,GDP (current US$),2010,2.17105E+11
Chile,GDP per capita (current US$),2010,12767.78204
Chile,Gini index,2010,
Chile,"Government expenditure on education, total (% of GDP)",2010,4.162089825
Chile,"Government expenditure on education, total (% of government expenditure)",2010,17.85330963
Chile,"Government expenditure per student, primary (% of GDP per capita)",2010,14.57257
Chile,"Government expenditure per student, secondary (% of GDP per capita)",2010,15.21726
Chile,International migrant stock (% of population),2010,2.171231019
Chile,"International migrant stock, total",2010,369436
Chile,"Literacy rate, adult total (% of people ages 15 and above)",2010,
Chile,"Literacy rate, youth total (% of people ages 15-24)",2010,
Chile,Net migration,2010,26064
Chile,"Over-age students, primary (% of enrollment)",2010,7.70131
Chile,"Population ages 0-14, female",2010,1787215
Chile,"Population ages 0-14, male",2010,1865253
Chile,"Population ages 15-64, female",2010,5834627
Chile,"Population ages 15-64, male",2010,5851985
Chile,"Population ages 65 and above, female",2010,944338
Chile,"Population ages 65 and above, male",2010,720745
Chile,"Population, female",2010,8566180
Chile,"Population, male",2010,8437983
Chile,"Population, total",2010,17004162
Chile,Poverty headcount ratio at national poverty lines (% of population),2010,
Chile,"Primary education, pupils",2010,1546543
Chile,"Repeaters, primary, total (% of total enrollment)",2010,
Chile,Rural population,2010,2197958
Chile,"School enrollment, preprimary (% gross)",2010,108.156189
Chile,"School enrollment, primary (% gross)",2010,103.7504807
Chile,"School enrollment, primary (% net)",2010,95.45718
Chile,"School enrollment, secondary (% gross)",2010,90.00818634
Chile,"School enrollment, secondary (% net)",2010,84.80201
Chile,"Secondary education, pupils",2010,1518224
Chile,Urban population,2010,14806204
Colombia,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,
Colombia,Adolescents out of school (% of lower secondary school age),2010,4.620299816
Colombia,Children out of school (% of primary school age),2010,2.186160088
Colombia,"Children out of school, primary",2010,92389
Colombia,"Compulsory education, duration (years)",2010,10
Colombia,"Current education expenditure, total (% of total expenditure in public institutions)",2010,77.73352814
Colombia,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,44.15533829
Colombia,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,72.1011734
Colombia,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,39.13526154
Colombia,Expenditure on primary education (% of government expenditure on education),2010,35.92155
Colombia,Expenditure on secondary education (% of government expenditure on education),2010,34.82016
Colombia,GDP (current US$),2010,2.86499E+11
Colombia,GDP per capita (current US$),2010,6392.758026
Colombia,Gini index,2010,54.6
Colombia,"Government expenditure on education, total (% of GDP)",2010,4.83382988
Colombia,"Government expenditure on education, total (% of government expenditure)",2010,15.92683029
Colombia,"Government expenditure per student, primary (% of GDP per capita)",2010,15.46718
Colombia,"Government expenditure per student, secondary (% of GDP per capita)",2010,15.0084
Colombia,International migrant stock (% of population),2010,0.270636192
Colombia,"International migrant stock, total",2010,124271
Colombia,"Literacy rate, adult total (% of people ages 15 and above)",2010,93.37232971
Colombia,"Literacy rate, youth total (% of people ages 15-24)",2010,98.09841919
Colombia,Net migration,2010,-34185
Colombia,"Over-age students, primary (% of enrollment)",2010,20.61998
Colombia,"Population ages 0-14, female",2010,5958905
Colombia,"Population ages 0-14, male",2010,6200549
Colombia,"Population ages 15-64, female",2010,15211267
Colombia,"Population ages 15-64, male",2010,14794072
Colombia,"Population ages 65 and above, female",2010,1478003
Colombia,"Population ages 65 and above, male",2010,1173312
Colombia,"Population, female",2010,22648175
Colombia,"Population, male",2010,22167933
Colombia,"Population, total",2010,44816108
Colombia,Poverty headcount ratio at national poverty lines (% of population),2010,
Colombia,"Primary education, pupils",2010,5084972
Colombia,"Repeaters, primary, total (% of total enrollment)",2010,1.9439
Colombia,Rural population,2010,9875678
Colombia,"School enrollment, preprimary (% gross)",2010,
Colombia,"School enrollment, primary (% gross)",2010,120.3232117
Colombia,"School enrollment, primary (% net)",2010,91.85368
Colombia,"School enrollment, secondary (% gross)",2010,97.54611969
Colombia,"School enrollment, secondary (% net)",2010,75.30739
Colombia,"Secondary education, pupils",2010,5079732
Colombia,Urban population,2010,34940430
Costa Rica,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,
Costa Rica,Adolescents out of school (% of lower secondary school age),2010,
Costa Rica,Children out of school (% of primary school age),2010,
Costa Rica,"Children out of school, primary",2010,
Costa Rica,"Compulsory education, duration (years)",2010,11
Costa Rica,"Current education expenditure, total (% of total expenditure in public institutions)",2010,
Costa Rica,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,48.98918152
Costa Rica,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,79.26554871
Costa Rica,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,35.50172043
Costa Rica,Expenditure on primary education (% of government expenditure on education),2010,41.90412
Costa Rica,Expenditure on secondary education (% of government expenditure on education),2010,31.51123
Costa Rica,GDP (current US$),2010,37658614803
Costa Rica,GDP per capita (current US$),2010,8147.243985
Costa Rica,Gini index,2010,48
Costa Rica,"Government expenditure on education, total (% of GDP)",2010,6.565740108
Costa Rica,"Government expenditure on education, total (% of government expenditure)",2010,22.88088989
Costa Rica,"Government expenditure per student, primary (% of GDP per capita)",2010,24.44369
Costa Rica,"Government expenditure per student, secondary (% of GDP per capita)",2010,23.13217
Costa Rica,International migrant stock (% of population),2010,8.919244235
