Country_Name,Nombre_Pais,Cod_Na_UIS,Context_Indicator_Name,Nombre_Indicador_Contexto,EMAC_IND_CONT_COD,Year,Value
El Salvador,El Salvador,SV,Net migration,Migración neta,23,2011,-53440
El Salvador,El Salvador,SV,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,16.51328
El Salvador,El Salvador,SV,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,926065
El Salvador,El Salvador,SV,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,984076
El Salvador,El Salvador,SV,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,2033386
El Salvador,El Salvador,SV,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,1764472
El Salvador,El Salvador,SV,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,244341
El Salvador,El Salvador,SV,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,185009
El Salvador,El Salvador,SV,"Population, female","Población, mujeres",31,2011,3203792
El Salvador,El Salvador,SV,"Population, male","Población, hombres",32,2011,2933557
El Salvador,El Salvador,SV,"Population, total","Población, total",33,2011,6137349
El Salvador,El Salvador,SV,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,
El Salvador,El Salvador,SV,"Primary education, pupils","Primaria, alumnos",35,2011,900681
El Salvador,El Salvador,SV,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,5.76486
El Salvador,El Salvador,SV,Rural population,Población rural,37,2011,2066752
El Salvador,El Salvador,SV,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2011,62.47058868
El Salvador,El Salvador,SV,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2011,114.1625671
El Salvador,El Salvador,SV,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2011,94.08134
El Salvador,El Salvador,SV,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2011,71.50865173
El Salvador,El Salvador,SV,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2011,63.49826
El Salvador,El Salvador,SV,"Secondary education, pupils","Educación secundaria, alumnos",43,2011,597823
El Salvador,El Salvador,SV,Urban population,Población urbana,44,2011,4070597
Guyana,Guyana,GY,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2011,97.3912
Guyana,Guyana,GY,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2011,3.30982995
Guyana,Guyana,GY,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2011,1.806349993
Guyana,Guyana,GY,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2011,1800
Guyana,Guyana,GY,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2011,6
Guyana,Guyana,GY,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2011,79.33686829
Guyana,Guyana,GY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2011,
Guyana,Guyana,GY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2011,
Guyana,Guyana,GY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2011,
Guyana,Guyana,GY,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2011,28.51444
Guyana,Guyana,GY,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2011,33.37715
Guyana,Guyana,GY,GDP (current US$),PIB (US$ corrientes),12,2011,3691384318
Guyana,Guyana,GY,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2011,4960.004726
Guyana,Guyana,GY,Gini index,Índice Gini,14,2011,
Guyana,Guyana,GY,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2011,2.506690025
Guyana,Guyana,GY,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2011,11.72072029
Guyana,Guyana,GY,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2011,7.8071
Guyana,Guyana,GY,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2011,10.41855
Guyana,Guyana,GY,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2011,
Guyana,Guyana,GY,"International migrant stock, total","Población de migrantes internacionales, total",20,2011,
Guyana,Guyana,GY,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2011,
Guyana,Guyana,GY,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2011,
Guyana,Guyana,GY,Net migration,Migración neta,23,2011,-14512
Guyana,Guyana,GY,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,1.18587
Guyana,Guyana,GY,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,115664
Guyana,Guyana,GY,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,119882
Guyana,Guyana,GY,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,239530
Guyana,Guyana,GY,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,234287
Guyana,Guyana,GY,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,19146
Guyana,Guyana,GY,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,15720
Guyana,Guyana,GY,"Population, female","Población, mujeres",31,2011,374340
Guyana,Guyana,GY,"Population, male","Población, hombres",32,2011,369890
Guyana,Guyana,GY,"Population, total","Población, total",33,2011,744230
Guyana,Guyana,GY,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,
Guyana,Guyana,GY,"Primary education, pupils","Primaria, alumnos",35,2011,98662
Guyana,Guyana,GY,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,
Guyana,Guyana,GY,Rural population,Población rural,37,2011,547753
Guyana,Guyana,GY,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2011,90.7559433
Guyana,Guyana,GY,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2011,98.99661255
Guyana,Guyana,GY,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2011,93.15013
Guyana,Guyana,GY,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2011,97.29608154
Guyana,Guyana,GY,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2011,86.77272
Guyana,Guyana,GY,"Secondary education, pupils","Educación secundaria, alumnos",43,2011,86540
Guyana,Guyana,GY,Urban population,Población urbana,44,2011,196477
Honduras,Honduras,HN,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2011,87.69119
Honduras,Honduras,HN,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2011,34.1968689
Honduras,Honduras,HN,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2011,12.30881023
Honduras,Honduras,HN,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2011,155569
Honduras,Honduras,HN,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2011,12
Honduras,Honduras,HN,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2011,
Honduras,Honduras,HN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2011,27.64826965
Honduras,Honduras,HN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2011,52.83391953
Honduras,Honduras,HN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2011,19.22204971
Honduras,Honduras,HN,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2011,
Honduras,Honduras,HN,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2011,
Honduras,Honduras,HN,GDP (current US$),PIB (US$ corrientes),12,2011,17710275997
Honduras,Honduras,HN,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2011,2053.959731
Honduras,Honduras,HN,Gini index,Índice Gini,14,2011,52.6
Honduras,Honduras,HN,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2011,6.099999905
Honduras,Honduras,HN,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2011,
Honduras,Honduras,HN,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2011,
Honduras,Honduras,HN,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2011,
Honduras,Honduras,HN,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2011,
Honduras,Honduras,HN,"International migrant stock, total","Población de migrantes internacionales, total",20,2011,
Honduras,Honduras,HN,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2011,85.12329865
Honduras,Honduras,HN,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2011,95.92500305
Honduras,Honduras,HN,Net migration,Migración neta,23,2011,-5664
Honduras,Honduras,HN,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,13.13493
Honduras,Honduras,HN,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,1558429
Honduras,Honduras,HN,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,1633746
Honduras,Honduras,HN,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,2554674
Honduras,Honduras,HN,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,2602474
Honduras,Honduras,HN,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,148003
Honduras,Honduras,HN,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,125181
Honduras,Honduras,HN,"Population, female","Población, mujeres",31,2011,4261105
Honduras,Honduras,HN,"Population, male","Población, hombres",32,2011,4361400
Honduras,Honduras,HN,"Population, total","Población, total",33,2011,8622504
Honduras,Honduras,HN,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,
Honduras,Honduras,HN,"Primary education, pupils","Primaria, alumnos",35,2011,1259405
Honduras,Honduras,HN,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,4.60559
Honduras,Honduras,HN,Rural population,Población rural,37,2011,4091982
Honduras,Honduras,HN,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2011,40.33078003
Honduras,Honduras,HN,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2011,99.64569855
Honduras,Honduras,HN,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2011,85.94403
Honduras,Honduras,HN,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2011,65.23800659
Honduras,Honduras,HN,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2011,
Honduras,Honduras,HN,"Secondary education, pupils","Educación secundaria, alumnos",43,2011,663115
Honduras,Honduras,HN,Urban population,Población urbana,44,2011,4530522
Mexico,México,MX,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2011,99.61604
Mexico,México,MX,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2011,7.201049805
Mexico,México,MX,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2011,0.262970001
Mexico,México,MX,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2011,35529
Mexico,México,MX,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2011,11
Mexico,México,MX,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2011,96.09745789
Mexico,México,MX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2011,
Mexico,México,MX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2011,
Mexico,México,MX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2011,
Mexico,México,MX,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2011,35.50244
Mexico,México,MX,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2011,30.66226
Mexico,México,MX,GDP (current US$),PIB (US$ corrientes),12,2011,1.18049E+12
Mexico,México,MX,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2011,10341.50024
Mexico,México,MX,Gini index,Índice Gini,14,2011,
Mexico,México,MX,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2011,5.105649948
Mexico,México,MX,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2011,18.42102051
Mexico,México,MX,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2011,14.04204
Mexico,México,MX,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2011,15.30209
Mexico,México,MX,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2011,
Mexico,México,MX,"International migrant stock, total","Población de migrantes internacionales, total",20,2011,
Mexico,México,MX,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2011,93.51998138
Mexico,México,MX,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2011,98.4617691
Mexico,México,MX,Net migration,Migración neta,23,2011,4184
Mexico,México,MX,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,4.30241
Mexico,México,MX,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,16545662
Mexico,México,MX,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,17085989
Mexico,México,MX,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,37850832
Mexico,México,MX,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,35488837
Mexico,México,MX,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,3871914
Mexico,México,MX,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,3307247
Mexico,México,MX,"Population, female","Población, mujeres",31,2011,58268408
Mexico,México,MX,"Population, male","Población, hombres",32,2011,55882073
Mexico,México,MX,"Population, total","Población, total",33,2011,114150481
Mexico,México,MX,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,
Mexico,México,MX,"Primary education, pupils","Primaria, alumnos",35,2011,14934663
Mexico,México,MX,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,3.12955
Mexico,México,MX,Rural population,Población rural,37,2011,24986399
Mexico,México,MX,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2011,102.8064728
Mexico,México,MX,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2011,110.5407562
Mexico,México,MX,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2011,97.98488
Mexico,México,MX,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2011,88.19017792
Mexico,México,MX,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2011,70.65515
Mexico,México,MX,"Secondary education, pupils","Educación secundaria, alumnos",43,2011,11836424
Mexico,México,MX,Urban population,Población urbana,44,2011,89164082
Paraguay,Paraguay,PY,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2011,89.8409
Paraguay,Paraguay,PY,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2011,14.58409977
Paraguay,Paraguay,PY,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2011,10.15909958
Paraguay,Paraguay,PY,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2011,82107
Paraguay,Paraguay,PY,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2011,13
Paraguay,Paraguay,PY,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2011,92.07037354
Paraguay,Paraguay,PY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2011,
Paraguay,Paraguay,PY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2011,
Paraguay,Paraguay,PY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2011,
Paraguay,Paraguay,PY,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2011,30.24235
Paraguay,Paraguay,PY,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2011,31.24133
Paraguay,Paraguay,PY,GDP (current US$),PIB (US$ corrientes),12,2011,33737033607
Paraguay,Paraguay,PY,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2011,5772.99551
Paraguay,Paraguay,PY,Gini index,Índice Gini,14,2011,52.3
Paraguay,Paraguay,PY,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2011,3.692820072
Paraguay,Paraguay,PY,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2011,23.29774094
Paraguay,Paraguay,PY,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2011,8.63235
Paraguay,Paraguay,PY,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2011,12.62
Paraguay,Paraguay,PY,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2011,
Paraguay,Paraguay,PY,"International migrant stock, total","Población de migrantes internacionales, total",20,2011,
Paraguay,Paraguay,PY,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2011,
Paraguay,Paraguay,PY,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2011,
Paraguay,Paraguay,PY,Net migration,Migración neta,23,2011,-20435
Paraguay,Paraguay,PY,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,12.87399
Paraguay,Paraguay,PY,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,924930
Paraguay,Paraguay,PY,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,967544
Paraguay,Paraguay,PY,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,1815156
Paraguay,Paraguay,PY,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,1834793
Paraguay,Paraguay,PY,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,162335
Paraguay,Paraguay,PY,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,139179
Paraguay,Paraguay,PY,"Population, female","Población, mujeres",31,2011,2902421
Paraguay,Paraguay,PY,"Population, male","Población, hombres",32,2011,2941517
Paraguay,Paraguay,PY,"Population, total","Población, total",33,2011,5843939
Paraguay,Paraguay,PY,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,37
Paraguay,Paraguay,PY,"Primary education, pupils","Primaria, alumnos",35,2011,820437
Paraguay,Paraguay,PY,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,4.59682
Paraguay,Paraguay,PY,Rural population,Población rural,37,2011,2361886
Paraguay,Paraguay,PY,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2011,37.84225845
Paraguay,Paraguay,PY,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2011,101.5127182
Paraguay,Paraguay,PY,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2011,87.7094
Paraguay,Paraguay,PY,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2011,69.76886749
Paraguay,Paraguay,PY,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2011,62.70972
Paraguay,Paraguay,PY,"Secondary education, pupils","Educación secundaria, alumnos",43,2011,579734
Paraguay,Paraguay,PY,Urban population,Población urbana,44,2011,3482053
Peru,Perú,PE,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2011,99.18032
Peru,Perú,PE,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2011,3.28579998
Peru,Perú,PE,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2011,0.622680008
Peru,Perú,PE,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2011,21164
Peru,Perú,PE,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2011,12
Peru,Perú,PE,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2011,79.55277252
Peru,Perú,PE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2011,59.60076904
Peru,Perú,PE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2011,78.4052887
Peru,Perú,PE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2011,53.5218811
Peru,Perú,PE,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2011,38.83053
Peru,Perú,PE,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2011,31.40533
Peru,Perú,PE,GDP (current US$),PIB (US$ corrientes),12,2011,1.71762E+11
Peru,Perú,PE,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2011,5826.832307
Peru,Perú,PE,Gini index,Índice Gini,14,2011,44.7
Peru,Perú,PE,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2011,2.663500071
Peru,Perú,PE,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2011,13.55255032
Peru,Perú,PE,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2011,8.24434
Peru,Perú,PE,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2011,9.16381
Peru,Perú,PE,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2011,
Peru,Perú,PE,"International migrant stock, total","Población de migrantes internacionales, total",20,2011,
Peru,Perú,PE,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2011,
Peru,Perú,PE,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2011,
Peru,Perú,PE,Net migration,Migración neta,23,2011,-148270
Peru,Perú,PE,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,9.88329
Peru,Perú,PE,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,4301557
Peru,Perú,PE,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,4396956
Peru,Perú,PE,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,9398263
Peru,Perú,PE,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,9217139
Peru,Perú,PE,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,1130154
Peru,Perú,PE,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,1033652
Peru,Perú,PE,"Population, female","Población, mujeres",31,2011,14829974
Peru,Perú,PE,"Population, male","Población, hombres",32,2011,14647747
Peru,Perú,PE,"Population, total","Población, total",33,2011,29477721
Peru,Perú,PE,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,27.8
Peru,Perú,PE,"Primary education, pupils","Primaria, alumnos",35,2011,3671207
Peru,Perú,PE,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,5.46793
Peru,Perú,PE,Rural population,Población rural,37,2011,6892776
Peru,Perú,PE,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2011,76.61785126
Peru,Perú,PE,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2011,108.0122604
Peru,Perú,PE,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2011,96.50894
Peru,Perú,PE,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2011,93.89932251
Peru,Perú,PE,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2011,78.92787
Peru,Perú,PE,"Secondary education, pupils","Educación secundaria, alumnos",43,2011,2671275
Peru,Perú,PE,Urban population,Población urbana,44,2011,22584945
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2011,
